,cycle,capacity,SoH,resistance,CCCT,CVCT,CS_Name
27,28.0,1.0682813219671374,0.7701343845627799,0.0898760333657264,6327.288715652481,2020.8462157335016,CS2_35
28,29.0,1.061871030040747,0.7792971313022784,0.0897949114441871,6286.111989992263,2028.8926307454824,CS2_35
29,30.0,1.060449954213002,0.7701416485284811,0.0899572893977165,6254.017459041032,2053.2353065385832,CS2_35
30,31.0,1.0590703515513098,0.77011279547929,0.0914128422737121,6235.032732691499,2054.46941855544,CS2_35
31,32.0,1.068431631526196,0.7793606185776552,0.0882566422224044,6243.658904019627,1999.0204682351325,CS2_35
32,33.0,1.069764576241007,0.7702203509732761,0.0889859497547149,6331.608342632069,1931.7264370233752,CS2_35
33,34.0,1.0612467360899798,0.7610030768164385,0.0865590572357177,6351.00299833162,1917.0713653856656,CS2_35
34,35.0,1.0528038388294765,0.7701233990531131,0.0906857252120971,6234.5964006727445,2050.5947201398667,CS2_35
35,36.0,1.0514969839157156,0.7609526495608641,0.0898760333657264,6191.328954363591,2066.250256638857,CS2_35
36,37.0,1.0507885373892558,0.7701141213651713,0.0892275422811508,6177.4851812312845,2067.547145640361,CS2_35
37,38.0,1.049771042431389,0.7701082175631812,0.0906038731336593,6165.953764377278,2072.078001702728,CS2_35
38,39.0,1.05916552576209,0.7701634389550223,0.0906857252120971,6173.891699363769,2017.800445973,CS2_35
39,40.0,1.0604562774048465,0.7610491559755346,0.0889859497547149,6266.0761796680745,1950.49085194408,CS2_35
40,41.0,1.057632133197537,0.7518524690392808,0.0881769880652427,6286.531358332199,1932.492117860704,CS2_35
41,42.0,1.0482737033997178,0.770108295834119,0.0893083661794662,6186.923483128718,2074.296834065753,CS2_35
42,43.0,1.043392804566336,0.7700842473475394,0.0906857252120971,6137.297759325593,2071.2810288812034,CS2_35
43,44.0,1.042916763731058,0.7701128354165669,0.0899572893977165,6133.345060398686,2067.8906141695334,CS2_35
44,45.0,1.0420172556913927,0.7609174783717304,0.0907677188515663,6126.939105487778,2072.2812699999195,CS2_35
45,46.0,1.0497244102947476,0.7609897042853163,0.0899572893977165,6106.9225479075685,2107.015414299909,CS2_35
46,47.0,1.0519062232518257,0.7610206133628586,0.0889859497547149,6201.511471329024,1969.880706718308,CS2_35
47,48.0,1.056326663309842,0.7518876408918413,0.0881769880652427,6229.515003567794,1947.444561997196,CS2_35
48,49.0,1.0414672148233903,0.7609331551777244,0.0906038731336593,6187.191529106814,2057.422642087098,CS2_35
49,50.0,1.0410028838709957,0.7609406478711894,0.0906038731336593,6111.017508413992,2061.141000505537,CS2_35
50,51.0,1.0404851130044386,0.7609250204018954,0.0906038731336593,6102.2207922455855,2065.547244781977,CS2_35
51,52.0,1.0392121440794764,0.7609236861230657,0.0898760333657264,6094.986453297082,2066.4844508729875,CS2_35
52,53.0,1.0869982407359575,0.7793211776180851,0.0883364379405975,6108.456892300811,2071.7346165863382,CS2_35
53,54.0,1.0806073900944038,0.7884477785249362,0.0897949114441871,6386.261925652396,2111.2959573702938,CS2_35
54,55.0,1.08674940553732,0.7701939103196787,0.0881769880652427,6410.006132942872,2003.9732924369127,CS2_35
55,56.0,1.086558905233767,0.7793981980115053,0.0865590572357177,6435.729880286242,1973.2719138549287,CS2_35
56,57.0,1.0774217859911135,0.7793121726736625,0.0889859497547149,6394.77398659235,2045.017110796136,CS2_35
57,58.0,1.0701682589269284,0.7701339848434936,0.0897949114441871,6318.795220529239,2107.9995220541896,CS2_35
58,59.0,1.06872401501102,0.7793046275665634,0.0889859497547149,6288.874450358606,2090.984102247516,CS2_35
59,60.0,1.0599737580294928,0.7792226882117386,0.0914954170584678,6232.514195927943,2175.793751027566,CS2_35
60,61.0,1.0609021876744713,0.7700996925421075,0.0884964689612388,6205.437336838746,2127.531194241033,CS2_35
61,62.0,1.0596781797908184,0.7792823409071941,0.0914954170584678,6215.8316374040005,2127.2813749344787,CS2_35
62,63.0,1.051177012969059,0.7792392635094579,0.0923051163554191,6183.54951416995,2163.231578538427,CS2_35
63,64.0,1.0501143867903668,0.7792211384529845,0.0939245000481605,6113.902747352258,2208.074383120227,CS2_35
64,65.0,1.0443456535569908,0.7700549609604539,0.0923051163554191,6109.012407365284,2189.605822634883,CS2_35
65,66.0,1.0435796836723814,0.7700548551466606,0.0914954170584678,6101.215659821406,2174.044057773601,CS2_35
66,67.0,1.041433869950444,0.7792195737881069,0.0924721807241439,6077.325565069477,2212.699186372978,CS2_35
67,68.0,1.0423264380827937,0.7700609840599271,0.0915781408548355,6059.01455916866,2192.731787716708,CS2_35
68,69.0,1.0419557832376922,0.7700887240348894,0.0923051163554191,6080.251493287884,2174.216996159288,CS2_35
69,70.0,1.034641962547191,0.7608824996684291,0.0930307656526565,6076.049144195917,2160.1384848371963,CS2_35
70,71.0,1.033443463109441,0.7700384339724975,0.0939245000481605,6013.43564979214,2237.167409263028,CS2_35
71,72.0,1.0329174497809583,0.7700309093602569,0.0931989923119545,6013.013924893952,2215.6678237607703,CS2_35
72,73.0,1.032427234234721,0.7700351993203776,0.0923051163554191,6006.59210212066,2202.0586039124755,CS2_35
73,74.0,1.0256944892123414,0.7608797387229107,0.0931989923119545,5993.264516917523,2219.355304517376,CS2_35
74,75.0,1.0320833299509304,0.7609072032980821,0.0923051163554191,5975.3742557470105,2201.278789179225,CS2_35
75,76.0,1.0319108981369152,0.7609161647923036,0.0914954170584678,6010.237528229249,2175.638961915509,CS2_35
76,77.0,1.0313844850644611,0.7609117393702647,0.0923885703086853,6003.659347664157,2174.701491866668,CS2_35
77,78.0,1.030364005884403,0.7609131914753142,0.0914954170584678,5994.659453167929,2175.701443348429,CS2_35
78,79.0,1.025377354176111,0.751750284396006,0.0915781408548355,5986.675153085322,2174.7326732452493,CS2_35
79,80.0,1.0253169236935855,0.7609106057221681,0.0931148082017898,5980.737662341562,2167.592598336574,CS2_35
80,81.0,1.024726663592637,0.7517639821601638,0.0914954170584678,5980.801456756832,2167.014709174051,CS2_35
81,82.0,1.0236789219894171,0.7517455199071479,0.0923051163554191,5966.659981759905,2177.7016013225075,CS2_35
82,83.0,1.0230800493568315,0.7609284634103308,0.0908498615026474,5955.191327093635,2181.3107919611502,CS2_35
83,84.0,1.022644747838547,0.76092850210086,0.0916610211133956,5946.269375725591,2185.216945382359,CS2_35
84,85.0,1.022090350109911,0.7609164504249266,0.0939245000481605,5937.488228008733,2190.1699283248745,CS2_35
85,86.0,1.0215154565915765,0.7609104087866884,0.0916610211133956,5930.285094463441,2190.3729960570927,CS2_35
86,87.0,1.0166036774510112,0.7517487180253319,0.0923051163554191,5924.003911427804,2188.873014200712,CS2_35
87,88.0,1.0210170534761072,0.7609526622027099,0.090120255947113,5921.488714723615,2190.8421270909603,CS2_35
88,89.0,1.0157504618642084,0.7517512384268599,0.0931148082017898,5919.207768303284,2190.9199009574368,CS2_35
89,90.0,1.01513351153089,0.7517502345046406,0.0922218039631843,5908.847746035084,2189.779097724648,CS2_35
90,91.0,1.0147884828970244,0.7517532224947056,0.0923051163554191,5898.972967067559,2195.16986017843,CS2_35
91,92.0,1.0055391697840463,0.7425348780439612,0.0940094217658042,5865.033879448311,2265.869747140561,CS2_35
92,93.0,1.004114977866715,0.7516666168956341,0.0925559401512146,5789.656191381568,2299.290832243045,CS2_35
93,94.0,0.998737578636572,0.7516831826277883,0.0947341993451118,5772.656678715372,2313.0248866475304,CS2_35
94,95.0,0.9978437616368124,0.7516922163995335,0.0962666198611259,5758.641031324631,2315.228172629082,CS2_35
95,96.0,1.016196169483176,0.7517056927428845,0.0923051163554191,1800.9074669278923,,CS2_35
96,97.0,1.0155185431841671,0.7517134499640834,0.0923051163554191,3954.826842453664,2218.207348359174,CS2_35
97,98.0,1.0142635942717386,0.7517269256461088,0.0938397273421287,5913.553310279891,2217.3482023686083,CS2_35
98,99.0,1.022954002532552,0.742640774866148,0.0906857252120971,5899.742219632859,2214.8172691850014,CS2_35
99,100.0,1.0230958794828395,0.7426280610837769,0.0906038731336593,5925.887393594392,2124.320943152721,CS2_35
100,101.0,1.0136374509856283,0.7517497466167249,0.0931148082017898,5979.937105209923,2106.0251941434617,CS2_35
101,102.0,1.0421101009645464,0.7425711776928903,0.0907677188515663,5866.305091983057,2224.5673760417267,CS2_35
102,103.0,1.0415623741167763,0.7609219292771452,0.0914128422737121,5227.063339042841,2176.2397062679547,CS2_35
103,104.0,1.04968097005276,0.751819975552373,0.0881769880652427,6070.661371190396,2208.9732365203927,CS2_35
104,105.0,1.0502189671304398,0.7610090688595693,0.0874469503760337,6128.184130276728,2069.275288600398,CS2_35
105,106.0,1.0345139422619067,0.7517343242563445,0.0892275422811508,6171.219154387676,2043.7610565719808,CS2_35
106,107.0,1.0342058576064643,0.7608959262504437,0.0915781408548355,6110.982640562033,2192.4248894502016,CS2_35
107,108.0,1.0346718461028606,0.7609031084897571,0.0907677188515663,6011.927361486174,2228.160316353504,CS2_35
108,109.0,1.0333621484101558,0.760932386866991,0.0908498615026474,6017.8336397102685,2179.8800540811644,CS2_35
109,110.0,1.0323499563117997,0.7608793125476507,0.0923051163554191,6018.834502603029,2195.864448744367,CS2_35
110,111.0,1.041169381175602,0.7609832098875348,0.090522177517414,5978.271291262019,2251.784887231959,CS2_35
111,112.0,1.041413811262639,0.7609986645629547,0.0890663415193557,6033.135473301038,2108.6961502458144,CS2_35
112,113.0,1.0316781253648284,0.7609204982038301,0.0922218039631843,6097.2500466148485,2073.416496838254,CS2_35
113,114.0,1.0251245508578273,0.7517221892949988,0.0892275422811508,6068.611488131923,2138.740838314494,CS2_35
114,115.0,1.023763200472524,0.7608990748805626,0.0923885703086853,5959.597230473388,2238.363492155011,CS2_35
115,116.0,1.0230338283265104,0.7609171087661752,0.0915781408548355,5938.75725728416,2230.801351172762,CS2_35
116,117.0,1.0168249863240748,0.7518157855816514,0.0923051163554191,5923.710362439713,2233.7859538301127,CS2_35
117,118.0,1.030891669898717,0.7518771162539422,0.0914954170584678,5911.022909580468,2245.832352319063,CS2_35
118,119.0,1.031329276795845,0.7427294031575256,0.0906038731336593,5924.2426858758845,2169.2577521562635,CS2_35
119,120.0,1.021634638883802,0.7426710682737794,0.0898760333657264,6017.750367785775,2094.7913591780525,CS2_35
120,121.0,1.0136929867956737,0.7517977495662143,0.09375511854887,6029.065611620143,2060.526604203187,CS2_35
121,122.0,1.0140506899752453,0.7517538522103021,0.0923051163554191,5871.914759531326,2271.035074044805,CS2_35
122,123.0,1.0074247388475122,0.7425443077282124,0.0923051163554191,5850.680031598487,,CS2_35
123,124.0,1.0144954747798272,0.7517693473143247,0.0946486890316009,5853.492371391272,2286.285049905768,CS2_35
124,125.0,1.0212361163830534,0.7426311950343583,0.090522177517414,5805.038970573456,2298.4409057821613,CS2_35
125,126.0,1.021451952124413,0.7426597803044938,0.0906038731336593,5914.607514200092,2134.336584529432,CS2_35
126,127.0,1.0213081491896403,0.7426430851197988,0.0891468673944473,5945.25112026016,2108.728398968582,CS2_35
127,128.0,1.0210868709973369,0.7426765374168212,0.0897949114441871,5950.26782607974,2100.478803539183,CS2_35
128,129.0,1.020821496166261,0.7426950508209483,0.0904406234622001,5951.237698184734,2088.7606820702204,CS2_35
129,130.0,1.0209851531120748,0.7335378046299401,0.0891468673944473,5952.316882058687,2080.1986033745925,CS2_35
130,131.0,1.0207928623759874,0.7335228612514026,0.0897949114441871,5954.506128915702,2072.324316382816,CS2_35
131,132.0,1.0204963318712656,0.7335269661506704,0.0884163826704025,5959.116835248016,2062.012159247068,CS2_35
132,133.0,1.01999324637743,0.7335409995563933,0.0891468673944473,5960.992806530907,2052.4505213980447,CS2_35
133,134.0,1.0159808094811242,0.7335413581608955,0.0898760333657264,5956.742932386231,2056.9812383145327,CS2_35
134,135.0,1.0156879607474751,0.7335245863140565,0.0889859497547149,5952.2588613249245,2057.715843867976,CS2_35
135,136.0,1.0155568332898597,0.7335246144550055,0.0889859497547149,5949.64977514965,2056.2163155344897,CS2_35
136,137.0,1.0155082828458015,0.7335517723217109,0.0875260159373283,5947.634327898093,2048.3880248265923,CS2_35
137,138.0,1.0154827340879051,0.733552159703213,0.0897949114441871,5948.213296046713,2052.02888550004,CS2_35
138,139.0,1.0159299792398837,0.7335644221957924,0.0883364379405975,5948.354548750212,2050.5916947557707,CS2_35
139,140.0,1.0199768808763243,0.7335944488565475,0.0890663415193557,5949.183649818937,2038.5607254002823,CS2_35
140,141.0,0.9103424510084304,0.7152255065093196,0.0904406234622001,5965.294923000445,2023.2648124333937,CS2_35
141,142.0,0.9974043010955368,0.7334322579075429,0.0915781408548355,5963.499097298249,,CS2_35
142,143.0,0.998209455084404,0.7334625570299154,0.0923051163554191,5892.125757190806,2223.006109354901,CS2_35
143,144.0,0.9965402093647884,0.733444163478965,0.0908498615026474,5758.854571924137,2238.2237770095235,CS2_35
144,145.0,0.9960214937045304,0.7426045549664213,0.0931148082017898,5765.964251432975,2240.4268760936684,CS2_35
145,146.0,0.9946042077873744,0.7334018371485654,0.0931989923119545,5742.838513047202,2253.395243724517,CS2_35
146,147.0,1.004795305155153,0.7335010482856952,0.0907677188515663,5714.400234308327,2305.1752539211884,CS2_35
147,148.0,1.0053419057335808,0.7335227064353551,0.0891468673944473,5768.484448031522,2151.74337631464,CS2_35
148,149.0,0.9892254453768154,0.733400388283529,0.0900387018918991,5848.16055038583,2115.9947109912755,CS2_35
149,150.0,0.98783034801796,0.733380888881573,0.0931148082017898,5819.911796028959,2187.28727033257,CS2_35
150,151.0,0.9952966605341488,0.7334020071826552,0.0931989923119545,5680.759231259115,2302.2377455083188,CS2_35
151,152.0,1.0047639526301664,0.7335266647906639,0.0914128422737121,5750.338148701565,,CS2_35
152,153.0,1.0049595061933825,0.7243414227406288,0.0898760333657264,5846.326986859123,2190.071260670673,CS2_35
153,154.0,0.9888022696116784,0.7334171742845255,0.0923885703086853,5844.519776839887,2141.229004449953,CS2_35
154,155.0,0.9940255990048956,0.7334337865392966,0.0917440429329872,5770.652510428707,2296.3165521285846,CS2_35
155,156.0,0.994377145851068,0.733436911793555,0.0931148082017898,5685.322498556401,2311.441137340131,CS2_35
156,157.0,0.9938228623649809,0.7334259582721292,0.0931148082017898,5710.47983126418,2268.192080746172,CS2_35
157,158.0,0.9946040130171476,0.7425986793385814,0.0923885703086853,5710.573580576878,2272.0985465658305,CS2_35
158,159.0,1.002917399636447,0.7335213610685225,0.0906857252120971,5702.245335490894,2278.9733689451823,CS2_35
159,160.0,1.003949832890729,0.7243577504018992,0.0907677188515663,5764.564688929662,2169.087474627435,CS2_35
160,161.0,0.9891224077913174,0.733453619427526,0.0915781408548355,5827.021256395761,2124.9951846983317,CS2_35
161,162.0,0.9883696080131972,0.733433329256068,0.0932833403348922,5803.662790340881,2199.037610664702,CS2_35
162,163.0,0.9872901233124124,0.7242581254724073,0.0931148082017898,5693.307966232242,,CS2_35
163,164.0,0.988344278561296,0.7334294662252959,0.0938397273421287,5719.823863656551,2315.2853516053583,CS2_35
164,165.0,0.996608938780608,0.7335205805618201,0.0923051163554191,5675.777590447309,2283.9890345782333,CS2_35
165,166.0,1.0028028350588285,0.7243100266015818,0.0899572893977165,5679.9485929462535,2311.3176434804627,CS2_35
166,167.0,1.0033508922657144,0.724314822261806,0.0906038731336593,5808.864203342964,2130.0418534950586,CS2_35
167,168.0,0.98706929083246,0.7333963632863625,0.0923885703086853,5836.0245008941565,2101.8712854933983,CS2_35
168,169.0,0.9887449288432122,0.7333857713505094,0.0923051163554191,5766.264956338709,2256.443045616965,CS2_35
169,170.0,0.9951140079029388,0.7426356110437746,0.0938397273421287,5681.620999044157,2264.958426848578,CS2_35
170,171.0,1.0035062231112295,0.7243809716138931,0.0891468673944473,5802.08633477526,,CS2_35
171,172.0,1.0036968849837669,0.7243876084968706,0.0913304165005683,5867.121766503289,2084.560744389717,CS2_35
172,173.0,1.0038726042341812,0.7243801772624894,0.0906857252120971,5846.888201286667,2069.717190896452,CS2_35
173,174.0,1.004058066940849,0.7244071850600546,0.0897949114441871,5851.389123927045,2063.2485961738857,CS2_35
174,175.0,1.0042544271517968,0.724419577910299,0.0899572893977165,5854.40592467587,2060.842737019353,CS2_35
175,176.0,1.0044062991518028,0.7244166559229368,0.0906038731336593,5858.812745262985,2058.108791600971,CS2_35
176,177.0,1.005054048345979,0.7244078535573543,0.0890663415193557,5862.829043335863,2047.531083188369,CS2_35
177,178.0,1.005266705104192,0.7244288052683522,0.0889859497547149,5868.4081110772095,2047.906311761646,CS2_35
178,179.0,1.0053708950329323,0.7244230784033387,0.0897949114441871,5880.30087944679,2029.0165232082943,CS2_35
179,180.0,1.0053999395344748,0.7244017608032178,0.0890663415193557,5883.254240720882,2025.7822757591491,CS2_35
180,181.0,1.0057002734307583,0.7244110641314354,0.0883364379405975,5883.942039773159,2026.2354636557284,CS2_35
181,182.0,1.005801998591239,0.7244198691071484,0.0883364379405975,5886.239205036021,2030.141334214597,CS2_35
182,183.0,1.0058555735209311,0.7244214520571344,0.0889859497547149,5890.333426176803,2022.860675871256,CS2_35
183,184.0,1.005880827322872,0.7244006599224706,0.0898760333657264,5892.505328574276,2015.2202934112863,CS2_35
184,185.0,1.006019950480692,0.7244847609023486,0.0889859497547149,5892.896585356444,2015.5173107371663,CS2_35
185,186.0,1.0059863017913575,0.7244740086839163,0.0898760333657264,5896.600648543157,2007.7674663984217,CS2_35
186,187.0,1.0059876019858538,0.7244773133568263,0.0882566422224044,5900.42875703075,2009.1425715825756,CS2_35
187,188.0,1.00596961266207,0.7244803253795269,0.0889859497547149,5899.819447129557,2013.830029373348,CS2_35
188,189.0,0.9963309572331708,0.7244086530146472,0.0906857252120971,5900.397879626078,2006.986525625165,CS2_35
189,190.0,0.9948217445466202,0.7335550752546296,0.0923051163554191,5892.288611961354,2024.1842610786557,CS2_35
190,191.0,0.994521028049694,0.733529165117217,0.0931148082017898,5752.640829832933,2199.272977927525,CS2_35
191,192.0,0.9883843457319412,0.7242861034987547,0.0931148082017898,5750.766375541687,2172.8359216529643,CS2_35
192,193.0,0.987131132814282,0.7334566216094796,0.0923051163554191,5732.875847982476,2206.6165299482527,CS2_35
193,194.0,0.9961886673958846,0.7243370002442804,0.0929468795657157,5694.248397132498,2238.084021127433,CS2_35
194,195.0,1.0016267542892396,0.7243750928851778,0.0898760333657264,5679.700381637667,2244.4613477205858,CS2_35
195,196.0,0.9973176445996303,0.7243557347243539,0.0914954170584678,5799.525302635157,2101.106591955758,CS2_35
196,197.0,0.98689663545329,0.7334474134095406,0.0939245000481605,5825.638413797948,2074.045470473124,CS2_35
197,198.0,1.0267217395243768,0.7425377299172154,0.0931989923119545,5740.6256187928375,2235.881293124403,CS2_35
198,199.0,1.032906028770985,0.7609332103008879,0.0914954170584678,6134.931065170502,2442.7885872917886,CS2_35
199,200.0,1.0343203106750487,0.7517851602791898,0.0906857252120971,5925.965098604598,2415.882547025664,CS2_35
200,201.0,1.0348239152996808,0.7518154741426268,0.0913304165005683,6003.175641404345,2239.38875333099,CS2_35
201,202.0,1.034883663790742,0.7518155668652726,0.0891468673944473,6020.64617086931,2213.7802801863872,CS2_35
202,203.0,1.0347292723028745,0.7518425400613382,0.092138648033142,6029.272256193122,2201.015231507372,CS2_35
203,204.0,1.034700332868783,0.7518489594966193,0.0891468673944473,6032.507700821661,2180.3439852864103,CS2_35
204,205.0,1.0348150427503124,0.7518639627863918,0.0898760333657264,6035.461546809733,2169.860134043309,CS2_35
205,206.0,1.0345752757651585,0.751843234347289,0.0906038731336593,6038.1367946104,2163.56372582166,CS2_35
206,207.0,1.0341867641340197,0.7518426448943626,0.0898760333657264,6042.979724236153,2147.1579784713103,CS2_35
207,208.0,1.0338097562724635,0.7518824680135439,0.0875260159373283,6041.854835056249,2144.298856745285,CS2_35
208,209.0,1.0330899756820036,0.7518656942684087,0.0890663415193557,6041.027952966615,2133.049404102916,CS2_35
209,210.0,1.0328522854118536,0.7518545847250016,0.0906038731336593,6033.730942877242,2135.767900547537,CS2_35
210,211.0,1.0325689512084644,0.7426830533685269,0.0875260159373283,6025.480947099306,2132.625666899403,CS2_35
211,212.0,1.03225089406925,0.7427165563863706,0.0912481322884559,6035.373609046743,2110.597034534556,CS2_35
212,213.0,1.0321311192341007,0.7426950820000895,0.0898760333657264,6024.888920351543,2119.4589061553124,CS2_35
213,214.0,1.0315885726791292,0.7427425377885818,0.0883364379405975,6027.891628017911,0.0,CS2_35
214,215.0,1.0228286943072558,0.75178788055274,0.0906857252120971,6043.564073168498,2114.4108504573232,CS2_35
215,216.0,1.0139823002756203,0.7517362465945636,0.0931989923119545,6020.111119195964,2066.9728305554017,CS2_35
216,217.0,1.0144459929584733,0.7517530042826808,0.0931148082017898,5858.611905137426,2334.025785213511,CS2_35
217,218.0,1.0135169611767811,0.7517519465666229,0.0952856615185737,5819.939617682918,2322.870249355677,CS2_35
218,219.0,1.0071947479155543,0.7425564357781371,0.0931989923119545,5834.768899029907,2316.711679244094,CS2_35
219,220.0,1.0155509633060922,0.7426538091744515,0.0922218039631843,5807.3152144005,2341.1817389019416,CS2_35
220,221.0,1.0210814188121675,0.7426782316982475,0.0914954170584678,5792.377200739167,2329.7933580527315,CS2_35
221,222.0,1.0150788689413528,0.7334801671517689,0.0915781408548355,5900.822808727156,2192.500543775677,CS2_35
222,223.0,1.0051282810563014,0.7425639581469741,0.0939245000481605,5919.43408669834,2172.1420563658467,CS2_35
223,224.0,1.0045215691874043,0.7425595883775331,0.0955438911914825,5744.252635369659,0.0,CS2_35
224,225.0,0.9991076825610314,0.7425640391329239,0.0940094217658042,5772.096816782199,2374.1503811576404,CS2_35
225,226.0,0.9976109538495036,0.7425488735033702,0.0940094217658042,5743.87881659827,2366.572435645794,CS2_35
226,227.0,1.0070068291525534,0.7426523522867678,0.0931148082017898,5715.425609877275,2407.180538853747,CS2_35
227,228.0,1.0076463401746123,0.7426570271199289,0.0915781408548355,5765.351437797362,2259.826383102918,CS2_35
228,229.0,0.9982191781842366,0.7425383548754944,0.0931989923119545,5833.525968003378,2224.468279323832,CS2_35
229,230.0,0.9958854367500491,0.7425606910277527,0.0947341993451118,5812.198675483116,2285.8082953576813,CS2_35
230,231.0,0.995310927405042,0.7333840948694846,0.0955438911914825,5687.487238469359,2441.9607210042304,CS2_35
231,232.0,0.9898175082935712,0.7333690936579682,0.0962666198611259,5679.799981690128,2397.1339919375023,CS2_35
232,233.0,0.9885376187240682,0.7425231334843512,0.0949056595563888,5655.034828022181,2416.961576418893,CS2_35
233,234.0,0.9979857012611792,0.7426143956628323,0.0948198437690734,5639.566173184721,2450.6484268203494,CS2_35
234,235.0,1.0036791112971355,0.7426342736163876,0.0939245000481605,5670.816385965329,2351.761346669751,CS2_35
235,236.0,0.9964134268898388,0.7242545328237018,0.0914954170584678,5765.696379909234,2264.7951293374063,CS2_35
236,237.0,0.9868981716359936,0.7333991719122002,0.0953715816140174,5785.526145802229,2236.80908915418,CS2_35
237,238.0,0.987088478441524,0.7425380841150819,0.0961798131465911,5658.801317893784,2439.226851389976,CS2_35
238,239.0,0.9867313290853452,0.7425428654848427,0.0947341993451118,5604.566628580389,2442.820258892083,CS2_35
239,240.0,0.9863201182207896,0.7333722061340777,0.0947341993451118,5607.942778534954,2432.992406916048,CS2_35
240,241.0,0.9890539220983674,0.7426125953947416,0.0963535830378532,5601.176307256566,2442.648531329236,CS2_35
241,242.0,0.9954218229371102,0.7426160025187439,0.0923885703086853,5583.910173934652,2477.007221807842,CS2_35
242,243.0,0.9956969400915286,0.7334544459491129,0.0931989923119545,5702.367887034314,2288.6849393948214,CS2_35
243,244.0,0.97952356898467,0.7333915506121892,0.0955438911914825,5726.791227067472,2264.1545971741434,CS2_35
244,245.0,0.9787960270717194,0.7334126370863455,0.0955438911914825,5662.366691346513,2408.883506021928,CS2_35
245,246.0,0.9889367651412062,0.7517164658177666,0.0963535830378532,5547.2855570302345,2488.912906086305,CS2_35
246,247.0,0.9966287385414312,0.7426143102474861,0.0931989923119545,5519.5334400957,2565.568284946713,CS2_35
247,248.0,0.9969204553538156,0.7334452522573542,0.0932833403348922,5690.053806722137,2341.730229850164,CS2_35
248,249.0,0.9968583608033946,0.7334480880089214,0.0940094217658042,5732.289513218333,2302.340738111903,CS2_35
249,250.0,0.996821732145088,0.7334725233068673,0.0939245000481605,5742.399742921589,2278.7947046265326,CS2_35
250,251.0,0.996884635532937,0.7334693933218048,0.09375511854887,5746.525557375688,2262.998375328505,CS2_35
251,252.0,0.9968361942823104,0.7334619810448073,0.0923051163554191,5751.68259648393,2244.2020600974647,CS2_35
252,253.0,0.9968111573066132,0.7334921742086739,0.0930307656526565,5757.996074313283,2235.3430237229622,CS2_35
